"Código","Unidade Territorial","UF","Referência","Quantidade de famílias beneficiárias do Programa Bolsa Família em situação de trabalho infantil","Quantidade de pessoas beneficiárias do Programa Bolsa Família em situação de trabalho infantil"
"410790","FLORESTA","PR","03/2020","0",""
"410425","CAMPO MAGRO","PR","03/2020","0","0"
"412795","TUPÃSSI","PR","03/2020","0",""
"412480","SÃO JOÃO","PR","03/2020","0",""
"412340","SANTA FÉ","PR","03/2020","0",""
"410640","CORNÉLIO PROCÓPIO","PR","03/2020","0","0"
"412385","SANTA MARIA DO OESTE","PR","03/2020","0",""
"411190","JAGUAPITÃ","PR","03/2020","0",""
"412800","UBIRATÃ","PR","03/2020","71","105"
"411920","PINHALÃO","PR","03/2020","1","1"
"412175","RESERVA DO IGUAÇU","PR","03/2020","34","57"
"411590","MIRADOR","PR","03/2020","0",""
"410980","IBIPORÃ","PR","03/2020","0",""
"410940","GUARAPUAVA","PR","03/2020","56","72"
"411070","IRATI","PR","03/2020","25","30"
"410770","FÊNIX","PR","03/2020","0",""
"412855","VERA CRUZ DO OESTE","PR","03/2020","0",""
"412670","TAMBOARA","PR","03/2020","0",""
"412545","SÃO JOSÉ DAS PALMEIRAS","PR","03/2020","16","31"
"412530","SÃO JORGE DO IVAÍ","PR","03/2020","1","1"
"412330","SANTA CRUZ DE MONTE CASTELO","PR","03/2020","9","10"
"411600","MIRASELVA","PR","03/2020","0",""
"411700","NOVA FÁTIMA","PR","03/2020","0",""
"411810","PARANACITY","PR","03/2020","0",""
"410670","CRUZEIRO DO SUL","PR","03/2020","0",""
"410520","CERRO AZUL","PR","03/2020","0",""
"410304","BOA VENTURA DE SÃO ROQUE","PR","03/2020","13","16"
"412217","RIO BRANCO DO IVAÍ","PR","03/2020","0",""
"410880","GUAÍRA","PR","03/2020","0","0"
"411535","MARIPÁ","PR","03/2020","0","0"
"412300","SALTO DO LONTRA","PR","03/2020","0",""
"410440","CÂNDIDO DE ABREU","PR","03/2020","4","6"
"411660","NOVA AMÉRICA DA COLINA","PR","03/2020","4","4"
"412140","REALEZA","PR","03/2020","0",""
"412320","SANTA CECÍLIA DO PAVÃO","PR","03/2020","0",""
"411210","JANDAIA DO SUL","PR","03/2020","0",""
"411040","INDIANÓPOLIS","PR","03/2020","0","0"
"412840","URAÍ","PR","03/2020","0",""
"412870","VITORINO","PR","03/2020","0",""
"410410","CAMPO DO TENENTE","PR","03/2020","0",""
"412405","SANTA TEREZINHA DE ITAIPU","PR","03/2020","0",""
"411290","JUNDIAÍ DO SUL","PR","03/2020","0",""
"410810","FLÓRIDA","PR","03/2020","0",""
"410680","CRUZ MACHADO","PR","03/2020","13","17"
"410130","ANTÔNIO OLINTO","PR","03/2020","29","39"
"411580","MEDIANEIRA","PR","03/2020","1","1"
"412015","PORTO BARREIRO","PR","03/2020","0",""
"412065","QUARTO CENTENÁRIO","PR","03/2020","0",""
"411440","MANGUEIRINHA","PR","03/2020","0",""
"411745","OURO VERDE DO OESTE","PR","03/2020","0",""
"412440","SANTO ANTÔNIO DO SUDOESTE","PR","03/2020","3","3"
"410160","ARAPOTI","PR","03/2020","0",""
"412710","TELÊMACO BORBA","PR","03/2020","0",""
"411360","LOBATO","PR","03/2020","0",""
"411500","MARILENA","PR","03/2020","0",""
"410725","DOURADINA","PR","03/2020","1","1"
"412400","SANTANA DO ITARARÉ","PR","03/2020","0",""
"410900","GUAPIRAMA","PR","03/2020","0",""
"410760","FAXINAL","PR","03/2020","0",""
"410832","FRANCISCO ALVES","PR","03/2020","0",""
"410960","GUARATUBA","PR","03/2020","1","1"
"410560","CIDADE GAÚCHA","PR","03/2020","0",""
"410450","CAPANEMA","PR","03/2020","0",""
"410260","BARRACÃO","PR","03/2020","0",""
"410950","GUARAQUEÇABA","PR","03/2020","0",""
"410322","BOM SUCESSO DO SUL","PR","03/2020","1","1"
"411910","PIÊN","PR","03/2020","0",""
"411721","NOVA SANTA BÁRBARA","PR","03/2020","0",""
"411800","PARAÍSO DO NORTE","PR","03/2020","1","1"
"411560","MATELÂNDIA","PR","03/2020","0","0"
"410280","BELA VISTA DO PARAÍSO","PR","03/2020","0","0"
"412860","VERÊ","PR","03/2020","0",""
"410660","CRUZEIRO DO OESTE","PR","03/2020","1","1"
"412270","SABÁUDIA","PR","03/2020","0",""
"410753","ENTRE RIOS DO OESTE","PR","03/2020","0",""
"410010","ABATIÁ","PR","03/2020","0",""
"411160","IVATUBA","PR","03/2020","0",""
"412862","ALTO PARAÍSO","PR","03/2020","0",""
"412033","PRADO FERREIRA","PR","03/2020","0",""
"411850","PATO BRANCO","PR","03/2020","0",""
"410345","CAFELÂNDIA","PR","03/2020","0",""
"411230","JAPIRA","PR","03/2020","0",""
"411510","MARILUZ","PR","03/2020","9","15"
"411725","NOVA PRATA DO IGUAÇU","PR","03/2020","0",""
"412250","RONCADOR","PR","03/2020","0",""
"410840","FRANCISCO BELTRÃO","PR","03/2020","0","0"
"412555","SÃO MANOEL DO PARANÁ","PR","03/2020","0",""
"411125","ITAPERUÇU","PR","03/2020","1","1"
"411960","PITANGA","PR","03/2020","6","7"
"412550","SÃO JOSÉ DOS PINHAIS","PR","03/2020","19","30"
"412627","SAUDADE DO IGUAÇU","PR","03/2020","0",""
"411530","MARIÓPOLIS","PR","03/2020","1","1"
"412240","ROLÂNDIA","PR","03/2020","0",""
"411060","IPORÃ","PR","03/2020","2","2"
"411740","OURIZONA","PR","03/2020","0",""
"411545","MARQUINHO","PR","03/2020","8","10"
"412390","SANTA MARIANA","PR","03/2020","0",""
"411410","MANDAGUAÇU","PR","03/2020","0",""
"410990","ICARAÍMA","PR","03/2020","0",""
"410755","FAROL","PR","03/2020","0",""
"412150","REBOUÇAS","PR","03/2020","4","4"
"410337","BRASILÂNDIA DO SUL","PR","03/2020","0",""
"410620","CONTENDA","PR","03/2020","0","0"
"411965","PITANGUEIRAS","PR","03/2020","0",""
"412160","RENASCENÇA","PR","03/2020","0","0"
"410050","ALTÔNIA","PR","03/2020","0",""
"411690","NOVA ESPERANÇA","PR","03/2020","0",""
"412395","SANTA MÔNICA","PR","03/2020","0",""
"410105","ANAHY","PR","03/2020","0",""
"412790","TUNEIRAS DO OESTE","PR","03/2020","0",""
"412170","RESERVA","PR","03/2020","0",""
"410630","CORBÉLIA","PR","03/2020","0",""
"412310","SANTA AMÉLIA","PR","03/2020","0",""
"412540","SÃO JOSÉ DA BOA VISTA","PR","03/2020","0",""
"410442","CANDÓI","PR","03/2020","0",""
"410895","GUAMIRANGA","PR","03/2020","2","3"
"411570","MATINHOS","PR","03/2020","10","17"
"412635","SERRANÓPOLIS DO IGUAÇU","PR","03/2020","0",""
"411780","PALMITAL","PR","03/2020","0","0"
"411670","NOVA AURORA","PR","03/2020","1","1"
"411030","INAJÁ","PR","03/2020","0",""
"412135","RANCHO ALEGRE DOESTE","PR","03/2020","0",""
"411750","PAIÇANDU","PR","03/2020","0","0"
"411585","MERCEDES","PR","03/2020","0","0"
"411020","INÁCIO MARTINS","PR","03/2020","0",""
"410180","ARAUCÁRIA","PR","03/2020","2","2"
"412510","SÃO JOÃO DO TRIUNFO","PR","03/2020","1","1"
"412750","TIBAGI","PR","03/2020","0",""
"412402","SANTA TEREZA DO OESTE","PR","03/2020","0",""
"410335","BRAGANEY","PR","03/2020","0",""
"412865","VIRMOND","PR","03/2020","0",""
"410220","ATALAIA","PR","03/2020","0",""
"411435","MANFRINÓPOLIS","PR","03/2020","0","0"
"411915","PINHAIS","PR","03/2020","4","7"
"410315","BOM JESUS DO SUL","PR","03/2020","0",""
"410930","GUARANIAÇU","PR","03/2020","2","2"
"412590","SÃO PEDRO DO PARANÁ","PR","03/2020","0",""
"410350","CALIFÓRNIA","PR","03/2020","1","1"
"410650","CORONEL VIVIDA","PR","03/2020","0","0"
"411280","JOAQUIM TÁVORA","PR","03/2020","0",""
"411430","MANDIRITUBA","PR","03/2020","3","6"
"412210","RIO BOM","PR","03/2020","0",""
"412796","TURVO","PR","03/2020","0",""
"411520","MARINGÁ","PR","03/2020","0",""
"411880","PEABIRU","PR","03/2020","0",""
"412853","VENTANIA","PR","03/2020","0",""
"412770","TOLEDO","PR","03/2020","1","1"
"412850","WENCESLAU BRAZ","PR","03/2020","0",""
"410920","GUARACI","PR","03/2020","0",""
"410420","CAMPO LARGO","PR","03/2020","0",""
"410712","DIAMANTE DO SUL","PR","03/2020","0",""
"410690","CURITIBA","PR","03/2020","19","25"
"411120","ITAPEJARA DOESTE","PR","03/2020","0","0"
"412030","PORTO VITÓRIA","PR","03/2020","0",""
"410140","APUCARANA","PR","03/2020","0",""
"410380","CAMBIRA","PR","03/2020","0",""
"412700","TEIXEIRA SOARES","PR","03/2020","0",""
"410865","GOIOXIM","PR","03/2020","0",""
"412650","SERTANÓPOLIS","PR","03/2020","0",""
"410170","ARARUNA","PR","03/2020","0",""
"412190","RIBEIRÃO DO PINHAL","PR","03/2020","1","1"
"410740","ENÉAS MARQUES","PR","03/2020","0",""
"410975","IBEMA","PR","03/2020","0",""
"411460","MARECHAL CÂNDIDO RONDON","PR","03/2020","0",""
"410240","BANDEIRANTES","PR","03/2020","0",""
"412625","SARANDI","PR","03/2020","0",""
"411900","PÉROLA DOESTE","PR","03/2020","0",""
"411830","PARANAPOEMA","PR","03/2020","0",""
"412220","RIO BRANCO DO SUL","PR","03/2020","10","10"
"410200","ASSIS CHATEAUBRIAND","PR","03/2020","1","1"
"410540","CHOPINZINHO","PR","03/2020","0","0"
"411620","MORRETES","PR","03/2020","0",""
"412110","QUINTA DO SOL","PR","03/2020","0",""
"410395","CAMPINA DO SIMÃO","PR","03/2020","1","1"
"411380","LUPIONÓPOLIS","PR","03/2020","0",""
"412120","QUITANDINHA","PR","03/2020","0","0"
"410470","CARLÓPOLIS","PR","03/2020","3","4"
"411860","PAULA FREITAS","PR","03/2020","0",""
"412430","SANTO ANTÔNIO DO PARAÍSO","PR","03/2020","0",""
"411080","IRETAMA","PR","03/2020","0","0"
"410070","ALTO PIQUIRI","PR","03/2020","0",""
"410305","BOA VISTA DA APARECIDA","PR","03/2020","3","3"
"410655","CORUMBATAÍ DO SUL","PR","03/2020","0",""
"411950","PIRAQUARA","PR","03/2020","6","10"
"411005","IGUATU","PR","03/2020","0",""
"411340","LEÓPOLIS","PR","03/2020","0",""
"411470","MARIA HELENA","PR","03/2020","0",""
"412470","SÃO JERÔNIMO DA SERRA","PR","03/2020","0",""
"410970","IBAITI","PR","03/2020","2","2"
"412085","QUATRO PONTES","PR","03/2020","0",""
"411930","PINHÃO","PR","03/2020","0",""
"412630","SENGÉS","PR","03/2020","0",""
"412785","TRÊS BARRAS DO PARANÁ","PR","03/2020","0",""
"412863","DOUTOR ULYSSES","PR","03/2020","0",""
"412500","SÃO JOÃO DO IVAÍ","PR","03/2020","0",""
"412535","SÃO JORGE DO PATROCÍNIO","PR","03/2020","0",""
"410490","CASTRO","PR","03/2020","1","1"
"411370","LONDRINA","PR","03/2020","2","3"
"410775","FIGUEIRA","PR","03/2020","12","15"
"412040","PRESIDENTE CASTELO BRANCO","PR","03/2020","0",""
"410580","COLOMBO","PR","03/2020","4","6"
"411970","PLANALTINA DO PARANÁ","PR","03/2020","0",""
"412570","SÃO MIGUEL DO IGUAÇU","PR","03/2020","0",""
"411695","NOVA ESPERANÇA DO SUDOESTE","PR","03/2020","0",""
"410855","GODOY MOREIRA","PR","03/2020","0",""
"411840","PARANAVAÍ","PR","03/2020","0","0"
"410445","CANTAGALO","PR","03/2020","1","1"
"410270","BARRA DO JACARÉ","PR","03/2020","0",""
"412010","PORTO AMAZONAS","PR","03/2020","0",""
"412360","SANTA INÊS","PR","03/2020","0",""
"411885","PEROBAL","PR","03/2020","0",""
"412420","SANTO ANTÔNIO DO CAIUÁ","PR","03/2020","0",""
"412690","TAPIRA","PR","03/2020","0",""
"410965","HONÓRIO SERPA","PR","03/2020","0",""
"411140","IVAÍ","PR","03/2020","4","5"
"410080","ALVORADA DO SUL","PR","03/2020","0",""
"411610","MOREIRA SALES","PR","03/2020","0",""
"410465","CARAMBEÍ","PR","03/2020","0",""
"412820","UNIÃO DA VITÓRIA","PR","03/2020","0",""
"411300","JUSSARA","PR","03/2020","28","41"
"412680","TAPEJARA","PR","03/2020","1","2"
"411720","NOVA OLÍMPIA","PR","03/2020","0",""
"412350","SANTA HELENA","PR","03/2020","0",""
"410610","CONSELHEIRO MAIRINCK","PR","03/2020","0",""
"410045","ALTAMIRA DO PARANÁ","PR","03/2020","0",""
"412730","TERRA RICA","PR","03/2020","0",""
"410590","COLORADO","PR","03/2020","0",""
"410645","CORONEL DOMINGOS SOARES","PR","03/2020","0",""
"412370","SANTA ISABEL DO IVAÍ","PR","03/2020","1","1"
"411790","PALOTINA","PR","03/2020","0",""
"412575","SÃO PEDRO DO IGUAÇU","PR","03/2020","0",""
"412265","ROSÁRIO DO IVAÍ","PR","03/2020","0",""
"411150","IVAIPORÃ","PR","03/2020","0","0"
"412810","UMUARAMA","PR","03/2020","0",""
"411110","ITAMBÉ","PR","03/2020","0",""
"412520","SÃO JORGE DOESTE","PR","03/2020","0",""
"411095","ITAIPULÂNDIA","PR","03/2020","0",""
"411100","ITAMBARACÁ","PR","03/2020","0",""
"412290","SALTO DO ITARARÉ","PR","03/2020","0",""
"411729","NOVO ITACOLOMI","PR","03/2020","0","0"
"411325","LARANJAL","PR","03/2020","5","5"
"410120","ANTONINA","PR","03/2020","0",""
"412090","QUEDAS DO IGUAÇU","PR","03/2020","0",""
"411630","MUNHOZ DE MELO","PR","03/2020","0",""
"412490","SÃO JOÃO DO CAIUÁ","PR","03/2020","0","0"
"410165","ARAPUÃ","PR","03/2020","0",""
"410785","FLOR DA SERRA DO SUL","PR","03/2020","0",""
"410780","FLORAÍ","PR","03/2020","0",""
"410754","ESPIGÃO ALTO DO IGUAÇU","PR","03/2020","0",""
"411400","MAMBORÊ","PR","03/2020","0",""
"410370","CAMBÉ","PR","03/2020","1","2"
"410300","BOA ESPERANÇA","PR","03/2020","0",""
"412665","SULINA","PR","03/2020","3","4"
"410340","CAFEARA","PR","03/2020","0",""
"410850","GENERAL CARNEIRO","PR","03/2020","2","2"
"410773","FERNANDES PINHEIRO","PR","03/2020","0",""
"412050","PRIMEIRO DE MAIO","PR","03/2020","1","1"
"410360","CAMBARÁ","PR","03/2020","0",""
"412620","SAPOPEMA","PR","03/2020","0",""
"410110","ANDIRÁ","PR","03/2020","0",""
"411727","NOVA TEBAS","PR","03/2020","0",""
"411240","JAPURÁ","PR","03/2020","0",""
"412830","UNIFLOR","PR","03/2020","0",""
"411925","PINHAL DE SÃO BENTO","PR","03/2020","0",""
"412180","RIBEIRÃO CLARO","PR","03/2020","0",""
"410600","CONGONHINHAS","PR","03/2020","0",""
"412780","TOMAZINA","PR","03/2020","0",""
"412020","PORTO RICO","PR","03/2020","1","1"
"412080","QUATRO BARRAS","PR","03/2020","0",""
"411575","MAUÁ DA SERRA","PR","03/2020","0",""
"411480","MARIALVA","PR","03/2020","6","8"
"411345","LINDOESTE","PR","03/2020","0",""
"410870","GRANDES RIOS","PR","03/2020","0",""
"411180","JACAREZINHO","PR","03/2020","2","2"
"412200","RIO AZUL","PR","03/2020","1","1"
"412610","SÃO TOMÉ","PR","03/2020","0",""
"412000","PORECATU","PR","03/2020","0",""
"410570","CLEVELÂNDIA","PR","03/2020","1","1"
"410830","FOZ DO IGUAÇU","PR","03/2020","6","11"
"410320","BOM SUCESSO","PR","03/2020","1","1"
"411000","IGUARAÇU","PR","03/2020","0",""
"410190","ASSAÍ","PR","03/2020","0",""
"411640","NOSSA SENHORA DAS GRAÇAS","PR","03/2020","0",""
"410020","ADRIANÓPOLIS","PR","03/2020","35","47"
"410657","CRUZEIRO DO IGUAÇU","PR","03/2020","0",""
"411705","NOVA LARANJEIRAS","PR","03/2020","1","2"
"412410","SANTO ANTÔNIO DA PLATINA","PR","03/2020","0",""
"411990","PONTA GROSSA","PR","03/2020","3","5"
"411390","MALLET","PR","03/2020","0",""
"410330","BORRAZÓPOLIS","PR","03/2020","0",""
"411820","PARANAGUÁ","PR","03/2020","2","2"
"410730","DOUTOR CAMARGO","PR","03/2020","0",""
"412788","TUNAS DO PARANÁ","PR","03/2020","0",""
"410347","CAFEZAL DO SUL","PR","03/2020","0",""
"410500","CATANDUVAS","PR","03/2020","0",""
"412450","SANTO INÁCIO","PR","03/2020","0",""
"412130","RANCHO ALEGRE","PR","03/2020","0",""
"411573","MATO RICO","PR","03/2020","16","22"
"411373","LUIZIANA","PR","03/2020","0",""
"410150","ARAPONGAS","PR","03/2020","0","0"
"410890","GUAIRAÇÁ","PR","03/2020","0",""
"410460","CAPITÃO LEÔNIDAS MARQUES","PR","03/2020","0",""
"411730","ORTIGUEIRA","PR","03/2020","2","2"
"410302","BOA ESPERANÇA DO IGUAÇU","PR","03/2020","0",""
"411010","IMBITUVA","PR","03/2020","0",""
"410550","CIANORTE","PR","03/2020","0","0"
"411170","JABOTI","PR","03/2020","0",""
"411605","MISSAL","PR","03/2020","0",""
"412230","RIO NEGRO","PR","03/2020","0",""
"411940","PIRAÍ DO SUL","PR","03/2020","0",""
"410700","CURIÚVA","PR","03/2020","0","0"
"410480","CASCAVEL","PR","03/2020","2","2"
"412215","RIO BONITO DO IGUAÇU","PR","03/2020","0",""
"411050","IPIRANGA","PR","03/2020","5","6"
"410250","BARBOSA FERRAZ","PR","03/2020","0","0"
"412720","TERRA BOA","PR","03/2020","0",""
"410430","CAMPO MOURÃO","PR","03/2020","3","3"
"410030","AGUDOS DO SUL","PR","03/2020","0",""
"411450","MANOEL RIBAS","PR","03/2020","2","2"
"412600","SÃO SEBASTIÃO DA AMOREIRA","PR","03/2020","0",""
"412460","SÃO CARLOS DO IVAÍ","PR","03/2020","0","0"
"412760","TIJUCAS DO SUL","PR","03/2020","0",""
"410405","CAMPO BONITO","PR","03/2020","0",""
"410230","BALSA NOVA","PR","03/2020","0",""
"412880","XAMBRÊ","PR","03/2020","0",""
"411710","NOVA LONDRINA","PR","03/2020","0","0"
"410752","ESPERANÇA NOVA","PR","03/2020","0",""
"410290","BITURUNA","PR","03/2020","0",""
"410910","GUAPOREMA","PR","03/2020","0",""
"412035","PRANCHITA","PR","03/2020","0",""
"410100","AMPÉRE","PR","03/2020","0",""
"411090","ITAGUAJÉ","PR","03/2020","0",""
"411770","PALMEIRA","PR","03/2020","1","1"
"412382","SANTA LÚCIA","PR","03/2020","0",""
"410510","CENTENÁRIO DO SUL","PR","03/2020","0",""
"412060","PRUDENTÓPOLIS","PR","03/2020","1","1"
"411760","PALMAS","PR","03/2020","0",""
"412560","SÃO MATEUS DO SUL","PR","03/2020","1","1"
"410060","ALTO PARANÁ","PR","03/2020","0",""
"412740","TERRA ROXA","PR","03/2020","0",""
"410310","BOCAIÚVA DO SUL","PR","03/2020","0",""
"411295","JURANDA","PR","03/2020","0",""
"412280","SALGADO FILHO","PR","03/2020","0",""
"411342","LIDIANÓPOLIS","PR","03/2020","7","10"
"411065","IRACEMA DO OESTE","PR","03/2020","0",""
"412667","TAMARANA","PR","03/2020","2","2"
"410390","CAMPINA DA LAGOA","PR","03/2020","0",""
"410685","CRUZMALTINA","PR","03/2020","0",""
"411275","JESUÍTAS","PR","03/2020","0",""
"410720","DOIS VIZINHOS","PR","03/2020","0",""
"411420","MANDAGUARI","PR","03/2020","0",""
"410530","CÉU AZUL","PR","03/2020","0",""
"410115","ÂNGULO","PR","03/2020","0",""
"410750","ENGENHEIRO BELTRÃO","PR","03/2020","0",""
"411270","JATAIZINHO","PR","03/2020","0",""
"411220","JANIÓPOLIS","PR","03/2020","0","0"
"411650","NOVA ALIANÇA DO IVAÍ","PR","03/2020","0",""
"411200","JAGUARIAÍVA","PR","03/2020","0",""
"410820","FORMOSA DO OESTE","PR","03/2020","1","1"
"411680","NOVA CANTU","PR","03/2020","0","0"
"410860","GOIOERÊ","PR","03/2020","0",""
"411330","LARANJEIRAS DO SUL","PR","03/2020","16","24"
"411310","KALORÉ","PR","03/2020","0","0"
"410800","FLORESTÓPOLIS","PR","03/2020","0",""
"411250","JARDIM ALEGRE","PR","03/2020","4","4"
"410400","CAMPINA GRANDE DO SUL","PR","03/2020","0",""
"412380","SANTA IZABEL DO OESTE","PR","03/2020","0",""
"410090","AMAPORÃ","PR","03/2020","1","1"
"411320","LAPA","PR","03/2020","0","0"
"410090","AMAPORÃ","PR","02/2020","1","1"
"410530","CÉU AZUL","PR","02/2020","0",""
"411310","KALORÉ","PR","02/2020","1","1"
"411200","JAGUARIAÍVA","PR","02/2020","0",""
"410860","GOIOERÊ","PR","02/2020","0",""
"410820","FORMOSA DO OESTE","PR","02/2020","1","1"
"411330","LARANJEIRAS DO SUL","PR","02/2020","17","25"
"410800","FLORESTÓPOLIS","PR","02/2020","0",""
"411250","JARDIM ALEGRE","PR","02/2020","4","4"
"411420","MANDAGUARI","PR","02/2020","0",""
"410720","DOIS VIZINHOS","PR","02/2020","0",""
"411650","NOVA ALIANÇA DO IVAÍ","PR","02/2020","0",""
"411320","LAPA","PR","02/2020","0","0"
"410685","CRUZMALTINA","PR","02/2020","0",""
"410115","ÂNGULO","PR","02/2020","0",""
"411270","JATAIZINHO","PR","02/2020","0",""
"412380","SANTA IZABEL DO OESTE","PR","02/2020","0",""
"411220","JANIÓPOLIS","PR","02/2020","0","0"
"410750","ENGENHEIRO BELTRÃO","PR","02/2020","0",""
"410400","CAMPINA GRANDE DO SUL","PR","02/2020","0",""
"411275","JESUÍTAS","PR","02/2020","0",""
"411680","NOVA CANTU","PR","02/2020","0","0"
"410590","COLORADO","PR","02/2020","0",""
"412630","SENGÉS","PR","02/2020","0",""
"412050","PRIMEIRO DE MAIO","PR","02/2020","1","1"
"410120","ANTONINA","PR","02/2020","0",""
"412030","PORTO VITÓRIA","PR","02/2020","0",""
"412480","SÃO JOÃO","PR","02/2020","0",""
"411550","MARUMBI","PR","02/2020","0",""
"410570","CLEVELÂNDIA","PR","02/2020","1","1"
"410302","BOA ESPERANÇA DO IGUAÇU","PR","02/2020","0",""
"410150","ARAPONGAS","PR","02/2020","0",""
"411695","NOVA ESPERANÇA DO SUDOESTE","PR","02/2020","0",""
"410754","ESPIGÃO ALTO DO IGUAÇU","PR","02/2020","0",""
"412620","SAPOPEMA","PR","02/2020","0",""
"412060","PRUDENTÓPOLIS","PR","02/2020","2","2"
"411722","NOVA SANTA ROSA","PR","02/2020","0",""
"412020","PORTO RICO","PR","02/2020","0",""
"411120","ITAPEJARA DOESTE","PR","02/2020","0","0"
"412610","SÃO TOMÉ","PR","02/2020","0",""
"410110","ANDIRÁ","PR","02/2020","0",""
"412400","SANTANA DO ITARARÉ","PR","02/2020","0",""
"412490","SÃO JOÃO DO CAIUÁ","PR","02/2020","0",""
"411690","NOVA ESPERANÇA","PR","02/2020","0",""
"410920","GUARACI","PR","02/2020","0",""
"410775","FIGUEIRA","PR","02/2020","11","13"
"410380","CAMBIRA","PR","02/2020","0",""
"410350","CALIFÓRNIA","PR","02/2020","1","1"
"412635","SERRANÓPOLIS DO IGUAÇU","PR","02/2020","0",""
"412230","RIO NEGRO","PR","02/2020","0",""
"411670","NOVA AURORA","PR","02/2020","1","1"
"412590","SÃO PEDRO DO PARANÁ","PR","02/2020","0",""
"410105","ANAHY","PR","02/2020","0",""
"411725","NOVA PRATA DO IGUAÇU","PR","02/2020","0",""
"411125","ITAPERUÇU","PR","02/2020","1","1"
"410345","CAFELÂNDIA","PR","02/2020","0",""
"410753","ENTRE RIOS DO OESTE","PR","02/2020","0",""
"412065","QUARTO CENTENÁRIO","PR","02/2020","0",""
"410760","FAXINAL","PR","02/2020","0",""
"412265","ROSÁRIO DO IVAÍ","PR","02/2020","0",""
"410160","ARAPOTI","PR","02/2020","0",""
"412015","PORTO BARREIRO","PR","02/2020","0",""
"411660","NOVA AMÉRICA DA COLINA","PR","02/2020","4","4"
"412330","SANTA CRUZ DE MONTE CASTELO","PR","02/2020","10","11"
"411130","ITAÚNA DO SUL","PR","02/2020","0",""
"411915","PINHAIS","PR","02/2020","3","6"
"412070","QUATIGUÁ","PR","02/2020","0",""
"412640","SERTANEJA","PR","02/2020","0",""
"410765","FAZENDA RIO GRANDE","PR","02/2020","1","2"
"411995","PONTAL DO PARANÁ","PR","02/2020","0",""
"410390","CAMPINA DA LAGOA","PR","02/2020","0",""
"410100","AMPÉRE","PR","02/2020","0",""
"411090","ITAGUAJÉ","PR","02/2020","0",""
"410752","ESPERANÇA NOVA","PR","02/2020","0",""
"412580","SÃO PEDRO DO IVAÍ","PR","02/2020","0","0"
"411640","NOSSA SENHORA DAS GRAÇAS","PR","02/2020","0",""
"410830","FOZ DO IGUAÇU","PR","02/2020","6","11"
"410165","ARAPUÃ","PR","02/2020","0",""
"412080","QUATRO BARRAS","PR","02/2020","0",""
"411727","NOVA TEBAS","PR","02/2020","0",""
"410865","GOIOXIM","PR","02/2020","0",""
"410290","BITURUNA","PR","02/2020","0",""
"410780","FLORAÍ","PR","02/2020","0",""
"411630","MUNHOZ DE MELO","PR","02/2020","0",""
"411140","IVAÍ","PR","02/2020","3","4"
"412650","SERTANÓPOLIS","PR","02/2020","0",""
"412010","PORTO AMAZONAS","PR","02/2020","0",""
"412575","SÃO PEDRO DO IGUAÇU","PR","02/2020","0",""
"410080","ALVORADA DO SUL","PR","02/2020","0",""
"412085","QUATRO PONTES","PR","02/2020","0",""
"411950","PIRAQUARA","PR","02/2020","6","10"
"410395","CAMPINA DO SIMÃO","PR","02/2020","1","1"
"410975","IBEMA","PR","02/2020","0",""
"410740","ENÉAS MARQUES","PR","02/2020","0",""
"411430","MANDIRITUBA","PR","02/2020","3","6"
"412785","TRÊS BARRAS DO PARANÁ","PR","02/2020","0",""
"411620","MORRETES","PR","02/2020","0",""
"410070","ALTO PIQUIRI","PR","02/2020","0",""
"411080","IRETAMA","PR","02/2020","0","0"
"410850","GENERAL CARNEIRO","PR","02/2020","2","2"
"411390","MALLET","PR","02/2020","0",""
"410170","ARARUNA","PR","02/2020","0",""
"411610","MOREIRA SALES","PR","02/2020","1","1"
"411729","NOVO ITACOLOMI","PR","02/2020","0","0"
"411150","IVAIPORÃ","PR","02/2020","0","0"
"410785","FLOR DA SERRA DO SUL","PR","02/2020","0",""
"410270","BARRA DO JACARÉ","PR","02/2020","0",""
"412090","QUEDAS DO IGUAÇU","PR","02/2020","0","0"
"410340","CAFEARA","PR","02/2020","0",""
"412570","SÃO MIGUEL DO IGUAÇU","PR","02/2020","0","0"
"412000","PORECATU","PR","02/2020","0",""
"410870","GRANDES RIOS","PR","02/2020","0",""
"410405","CAMPO BONITO","PR","02/2020","0",""
"411730","ORTIGUEIRA","PR","02/2020","2","2"
"411605","MISSAL","PR","02/2020","0",""
"410730","DOUTOR CAMARGO","PR","02/2020","0",""
"411890","PÉROLA","PR","02/2020","0",""
"410060","ALTO PARANÁ","PR","02/2020","0",""
"412880","XAMBRÊ","PR","02/2020","0",""
"411155","IVATÉ","PR","02/2020","0",""
"412660","SIQUEIRA CAMPOS","PR","02/2020","0",""
"412100","QUERÊNCIA DO NORTE","PR","02/2020","5","7"
"412560","SÃO MATEUS DO SUL","PR","02/2020","1","1"
"411600","MIRASELVA","PR","02/2020","0",""
"411070","IRATI","PR","02/2020","25","31"
"410880","GUAÍRA","PR","02/2020","0","0"
"410790","FLORESTA","PR","02/2020","0",""
"410410","CAMPO DO TENENTE","PR","02/2020","0",""
"412870","VITORINO","PR","02/2020","0",""
"410725","DOURADINA","PR","02/2020","1","1"
"411160","IVATUBA","PR","02/2020","0",""
"410180","ARAUCÁRIA","PR","02/2020","3","3"
"411740","OURIZONA","PR","02/2020","0",""
