"Código","Unidade Territorial","UF","Referência","Quantidade de pessoas em famílias beneficiárias do Programa Bolsa Família em situação de pobreza, segundo a faixa do Programa*","Quantidade de pessoas em famílias de baixa renda** beneficiárias do Programa Bolsa Família","Quantidade de pessoas em famílias com renda per capita mensal acima de meio salário-mínimo*** beneficiárias do Programa Bolsa Família"
"410100","AMPÉRE","PR","12/2024","875","498","0"
"410100","AMPÉRE","PR","04/2024","964","559","0"
"410100","AMPÉRE","PR","09/2024","924","524","0"
"410100","AMPÉRE","PR","08/2024","928","542","0"
"410100","AMPÉRE","PR","03/2024","890","558","0"
"410100","AMPÉRE","PR","07/2024","934","551","0"
"410100","AMPÉRE","PR","05/2024","980","543","0"
"410100","AMPÉRE","PR","02/2024","865","526","0"
"410100","AMPÉRE","PR","06/2024","1007","521","0"
"410100","AMPÉRE","PR","01/2025","802","538","0"
"410100","AMPÉRE","PR","10/2024","843","564","0"
"410100","AMPÉRE","PR","02/2025","777","509","0"
"410100","AMPÉRE","PR","11/2025","429","251","0"
"410100","AMPÉRE","PR","06/2025","707","460","0"
"410100","AMPÉRE","PR","12/2025","437","251","0"
"410100","AMPÉRE","PR","07/2025","572","430","0"
"410100","AMPÉRE","PR","03/2025","735","536","0"
"410100","AMPÉRE","PR","01/2026","386","291","0"
"410100","AMPÉRE","PR","10/2025","466","298","0"
"410100","AMPÉRE","PR","04/2025","712","506","0"
"410100","AMPÉRE","PR","08/2025","549","344","0"
"410100","AMPÉRE","PR","09/2025","493","313","0"
"410100","AMPÉRE","PR","05/2025","707","466","0"
"410100","AMPÉRE","PR","02/2026","378","284","0"
"410100","AMPÉRE","PR","03/2026","376","291","0"
"410100","AMPÉRE","PR","04/2026","361","213","0"
"410100","AMPÉRE","PR","05/2026","360","220","0"
"410100","AMPÉRE","PR","06/2026","343","237","0"
"410100","AMPÉRE","PR","08/2026","327","232","0"
"410105","ANAHY","PR","01/2024","440","124","0"
"410105","ANAHY","PR","08/2026","396","79","0"
"410105","ANAHY","PR","06/2026","382","75","0"
"410105","ANAHY","PR","05/2026","378","77","0"
"410105","ANAHY","PR","04/2026","380","92","0"
"410105","ANAHY","PR","03/2026","368","97","0"
"410105","ANAHY","PR","02/2026","358","105","0"
"410105","ANAHY","PR","05/2025","437","148","0"
"410105","ANAHY","PR","12/2025","382","97","0"
"410105","ANAHY","PR","08/2025","390","118","0"
"410105","ANAHY","PR","02/2025","449","149","0"
"410105","ANAHY","PR","11/2025","355","76","0"
"410105","ANAHY","PR","07/2025","400","109","0"
"410105","ANAHY","PR","10/2025","363","101","0"
"410105","ANAHY","PR","01/2026","369","98","0"
"410105","ANAHY","PR","06/2025","439","152","0"
"410105","ANAHY","PR","04/2025","437","148","0"
"410105","ANAHY","PR","03/2025","432","161","0"
"410105","ANAHY","PR","09/2025","396","98","0"
"410105","ANAHY","PR","08/2024","480","123","0"
"410105","ANAHY","PR","01/2025","446","149","0"
"410105","ANAHY","PR","06/2024","486","121","0"
"410105","ANAHY","PR","05/2024","475","132","0"
"410105","ANAHY","PR","03/2024","470","130","0"
"410105","ANAHY","PR","10/2024","469","132","0"
"410105","ANAHY","PR","07/2024","469","139","0"
"410105","ANAHY","PR","12/2024","479","124","0"
"410105","ANAHY","PR","02/2024","460","120","0"
"410105","ANAHY","PR","11/2024","470","128","0"
"410105","ANAHY","PR","04/2024","475","135","0"
"410105","ANAHY","PR","09/2024","485","117","0"
"410105","ANAHY","PR","06/2023","530","27","0"
"410105","ANAHY","PR","04/2023","517","31","0"
"410105","ANAHY","PR","11/2023","418","135","0"
"410105","ANAHY","PR","07/2023","415","126","0"
"410105","ANAHY","PR","03/2023","497","31","0"
"410105","ANAHY","PR","10/2023","446","106","0"
"410105","ANAHY","PR","12/2023","429","136","0"
"410105","ANAHY","PR","09/2023","422","110","0"
"410105","ANAHY","PR","05/2023","520","31","0"
"410105","ANAHY","PR","02/2023","509","38","0"
"410105","ANAHY","PR","08/2023","413","110","0"
"410110","ANDIRÁ","PR","01/2025","3515","335","0"
"410110","ANDIRÁ","PR","08/2026","3462","646","0"
"410110","ANDIRÁ","PR","06/2026","3423","661","0"
"410110","ANDIRÁ","PR","05/2026","3452","634","0"
"410110","ANDIRÁ","PR","04/2026","3458","638","0"
"410110","ANDIRÁ","PR","03/2026","3264","643","0"
"410110","ANDIRÁ","PR","02/2026","3293","625","0"
"410110","ANDIRÁ","PR","04/2025","3569","421","0"
"410110","ANDIRÁ","PR","03/2025","3550","431","0"
"410110","ANDIRÁ","PR","06/2025","3597","419","0"
"410110","ANDIRÁ","PR","10/2025","3224","581","0"
"410110","ANDIRÁ","PR","12/2025","3361","554","0"
"410110","ANDIRÁ","PR","11/2025","3159","586","0"
"410110","ANDIRÁ","PR","05/2025","3569","419","0"
"410110","ANDIRÁ","PR","07/2025","3381","511","0"
"410110","ANDIRÁ","PR","01/2026","3330","602","0"
"410110","ANDIRÁ","PR","09/2025","3263","567","0"
"410110","ANDIRÁ","PR","02/2025","3605","335","0"
"410110","ANDIRÁ","PR","08/2025","3299","556","0"
"410110","ANDIRÁ","PR","08/2024","3486","290","0"
"410110","ANDIRÁ","PR","11/2024","3559","194","0"
"410110","ANDIRÁ","PR","10/2023","3827","383","0"
"410110","ANDIRÁ","PR","09/2024","3538","116","0"
"410110","ANDIRÁ","PR","07/2024","3471","630","0"
"410110","ANDIRÁ","PR","10/2024","3597","270","0"
"410110","ANDIRÁ","PR","06/2024","3481","575","0"
"410110","ANDIRÁ","PR","05/2024","3499","602","0"
"410110","ANDIRÁ","PR","02/2024","3677","535","0"
"410110","ANDIRÁ","PR","12/2024","3579","190","0"
"410110","ANDIRÁ","PR","04/2024","3311","655","0"
"410110","ANDIRÁ","PR","03/2024","3458","689","0"
"410110","ANDIRÁ","PR","11/2023","3582","607","0"
"410110","ANDIRÁ","PR","09/2023","3806","441","0"
"410110","ANDIRÁ","PR","08/2023","3744","455","0"
"410110","ANDIRÁ","PR","06/2023","3823","141","0"
"410110","ANDIRÁ","PR","04/2023","3664","114","0"
"410110","ANDIRÁ","PR","02/2023","3790","103","0"
"410110","ANDIRÁ","PR","07/2023","3433","476","0"
"410110","ANDIRÁ","PR","05/2023","3870","131","0"
"410110","ANDIRÁ","PR","12/2023","3648","607","0"
"410110","ANDIRÁ","PR","01/2024","3609","542","0"
"410110","ANDIRÁ","PR","03/2023","3688","110","0"
"410115","ÂNGULO","PR","08/2026","345","79","0"
"410115","ÂNGULO","PR","06/2026","352","69","0"
"410115","ÂNGULO","PR","05/2026","336","67","0"
"410115","ÂNGULO","PR","04/2026","291","76","0"
"410115","ÂNGULO","PR","03/2026","291","93","0"
"410115","ÂNGULO","PR","02/2026","305","81","0"
"410115","ÂNGULO","PR","08/2025","271","115","0"
"410115","ÂNGULO","PR","02/2025","276","141","0"
"410115","ÂNGULO","PR","03/2025","294","147","0"
"410115","ÂNGULO","PR","05/2025","308","147","0"
"410115","ÂNGULO","PR","11/2025","243","109","0"
"410115","ÂNGULO","PR","10/2025","255","105","0"
"410115","ÂNGULO","PR","06/2025","305","139","0"
"410115","ÂNGULO","PR","04/2025","310","147","0"
"410115","ÂNGULO","PR","01/2026","311","87","0"
"410115","ÂNGULO","PR","12/2025","311","97","0"
"410115","ÂNGULO","PR","09/2025","261","113","0"
"410115","ÂNGULO","PR","07/2025","283","108","0"
"410115","ÂNGULO","PR","08/2024","245","172","0"
"410115","ÂNGULO","PR","01/2025","251","150","0"
"410115","ÂNGULO","PR","09/2024","242","170","0"
"410115","ÂNGULO","PR","06/2024","265","175","0"
"410115","ÂNGULO","PR","05/2024","278","152","0"
"410115","ÂNGULO","PR","12/2024","255","159","0"
"410115","ÂNGULO","PR","10/2024","273","173","0"
"410115","ÂNGULO","PR","07/2024","243","182","0"
"410115","ÂNGULO","PR","02/2024","330","185","0"
"410115","ÂNGULO","PR","04/2024","276","166","0"
"410115","ÂNGULO","PR","03/2024","298","168","0"
"410115","ÂNGULO","PR","11/2024","270","165","0"
"410115","ÂNGULO","PR","08/2023","401","162","0"
"410115","ÂNGULO","PR","05/2023","476","114","0"
"410115","ÂNGULO","PR","04/2023","493","125","0"
"410115","ÂNGULO","PR","07/2023","413","173","0"
"410115","ÂNGULO","PR","09/2023","393","157","0"
"410115","ÂNGULO","PR","01/2024","317","185","0"
"410115","ÂNGULO","PR","02/2023","535","123","0"
"410115","ÂNGULO","PR","03/2023","505","117","0"
"410115","ÂNGULO","PR","06/2023","463","125","0"
"410115","ÂNGULO","PR","12/2023","325","196","0"
"410115","ÂNGULO","PR","11/2023","358","183","0"
"410115","ÂNGULO","PR","10/2023","379","167","0"
"410120","ANTONINA","PR","08/2026","4792","772","0"
"410120","ANTONINA","PR","02/2023","6001","216","0"
"410120","ANTONINA","PR","06/2023","5866","221","0"
"410120","ANTONINA","PR","11/2023","5299","984","0"
"410120","ANTONINA","PR","03/2023","5849","186","0"
"410120","ANTONINA","PR","08/2023","5299","873","0"
"410120","ANTONINA","PR","04/2023","5836","198","0"
"410120","ANTONINA","PR","09/2023","5425","845","0"
"410120","ANTONINA","PR","05/2023","5883","222","0"
"410120","ANTONINA","PR","01/2024","5326","927","0"
"410120","ANTONINA","PR","07/2023","5267","921","0"
"410120","ANTONINA","PR","12/2023","5324","963","0"
"410120","ANTONINA","PR","10/2023","5510","825","0"
"410120","ANTONINA","PR","12/2024","5086","973","0"
"410120","ANTONINA","PR","03/2024","5127","1034","0"
"410120","ANTONINA","PR","02/2024","5331","890","0"
"410120","ANTONINA","PR","05/2024","5138","980","0"
"410120","ANTONINA","PR","04/2024","5135","1011","0"
"410120","ANTONINA","PR","06/2024","5190","949","0"
"410120","ANTONINA","PR","09/2024","5107","979","0"
"410120","ANTONINA","PR","01/2025","4961","1012","0"
"410120","ANTONINA","PR","10/2024","5024","1074","0"
"410120","ANTONINA","PR","11/2024","5083","1029","0"
"410120","ANTONINA","PR","08/2024","5108","1037","0"
"410120","ANTONINA","PR","07/2024","5078","1091","0"
"410120","ANTONINA","PR","08/2025","4697","850","0"
"410120","ANTONINA","PR","01/2026","4535","757","0"
"410120","ANTONINA","PR","06/2025","4806","1017","0"
"410120","ANTONINA","PR","09/2025","4615","851","0"
"410120","ANTONINA","PR","07/2025","4711","839","0"
"410120","ANTONINA","PR","10/2025","4504","822","0"
"410120","ANTONINA","PR","05/2025","4781","1008","0"
"410120","ANTONINA","PR","02/2025","4947","1006","0"
"410120","ANTONINA","PR","11/2025","4457","734","0"
"410120","ANTONINA","PR","04/2025","4804","1035","0"
"410120","ANTONINA","PR","03/2025","4798","1080","0"
"410120","ANTONINA","PR","12/2025","4583","747","0"
"410120","ANTONINA","PR","02/2026","4442","757","0"
"410120","ANTONINA","PR","03/2026","4454","715","0"
"410120","ANTONINA","PR","04/2026","4414","707","0"
"410120","ANTONINA","PR","05/2026","4603","725","0"
"410120","ANTONINA","PR","06/2026","4809","770","0"
"410130","ANTÔNIO OLINTO","PR","08/2026","2047","262","0"
"410130","ANTÔNIO OLINTO","PR","06/2026","2041","262","0"
"410130","ANTÔNIO OLINTO","PR","05/2026","2043","243","0"
"410130","ANTÔNIO OLINTO","PR","04/2026","2037","263","0"
"410130","ANTÔNIO OLINTO","PR","03/2026","1933","278","0"
"410130","ANTÔNIO OLINTO","PR","02/2026","1939","303","0"
"410130","ANTÔNIO OLINTO","PR","03/2025","2045","282","0"
"410130","ANTÔNIO OLINTO","PR","07/2025","1983","269","0"
"410130","ANTÔNIO OLINTO","PR","06/2025","2069","275","0"
"410130","ANTÔNIO OLINTO","PR","08/2025","1929","268","0"
"410130","ANTÔNIO OLINTO","PR","11/2025","1830","305","0"
"410130","ANTÔNIO OLINTO","PR","05/2025","2057","278","0"
"410130","ANTÔNIO OLINTO","PR","10/2025","1866","294","0"
"410130","ANTÔNIO OLINTO","PR","12/2025","1959","281","0"
"410130","ANTÔNIO OLINTO","PR","02/2025","2078","251","0"
"410130","ANTÔNIO OLINTO","PR","01/2026","1951","290","0"
"410130","ANTÔNIO OLINTO","PR","04/2025","2055","286","0"
"410130","ANTÔNIO OLINTO","PR","09/2025","1908","261","0"
"410130","ANTÔNIO OLINTO","PR","08/2024","2114","330","0"
"410130","ANTÔNIO OLINTO","PR","02/2024","2208","274","0"
"410130","ANTÔNIO OLINTO","PR","11/2024","2118","284","0"
"410130","ANTÔNIO OLINTO","PR","01/2025","2109","255","0"
"410130","ANTÔNIO OLINTO","PR","03/2024","2152","304","0"
"410130","ANTÔNIO OLINTO","PR","06/2024","2222","261","0"
"410130","ANTÔNIO OLINTO","PR","05/2024","2198","278","0"
"410130","ANTÔNIO OLINTO","PR","10/2024","2136","304","0"
"410130","ANTÔNIO OLINTO","PR","09/2024","2125","288","0"
"410130","ANTÔNIO OLINTO","PR","07/2024","2121","334","0"
"410130","ANTÔNIO OLINTO","PR","12/2024","2157","252","0"
"410130","ANTÔNIO OLINTO","PR","04/2024","2181","291","0"
"410130","ANTÔNIO OLINTO","PR","08/2023","2103","286","0"
"410130","ANTÔNIO OLINTO","PR","10/2023","2192","256","0"
"410130","ANTÔNIO OLINTO","PR","07/2023","2095","299","0"
"410130","ANTÔNIO OLINTO","PR","04/2023","2218","55","0"
"410130","ANTÔNIO OLINTO","PR","01/2024","2166","292","0"
"410130","ANTÔNIO OLINTO","PR","05/2023","2266","64","0"
"410130","ANTÔNIO OLINTO","PR","09/2023","2159","280","0"
"410130","ANTÔNIO OLINTO","PR","11/2023","2113","327","0"
"410130","ANTÔNIO OLINTO","PR","06/2023","2255","70","0"
"410130","ANTÔNIO OLINTO","PR","02/2023","2293","69","0"
"410130","ANTÔNIO OLINTO","PR","12/2023","2158","305","0"
"410130","ANTÔNIO OLINTO","PR","03/2023","2206","55","0"
"410140","APUCARANA","PR","04/2023","14630","1327","0"
"410140","APUCARANA","PR","03/2023","14711","1318","0"
"410140","APUCARANA","PR","01/2024","14120","3595","0"
"410140","APUCARANA","PR","12/2023","14155","3628","0"
"410140","APUCARANA","PR","02/2023","15030","1474","0"
"410140","APUCARANA","PR","06/2023","14334","1495","0"
"410140","APUCARANA","PR","07/2023","12226","3333","0"
"410140","APUCARANA","PR","08/2023","12329","3100","0"
"410140","APUCARANA","PR","10/2023","14681","2972","0"
"410140","APUCARANA","PR","09/2023","14399","3012","0"
"410140","APUCARANA","PR","05/2023","14447","1387","0"
"410140","APUCARANA","PR","11/2023","13851","3696","0"
"410140","APUCARANA","PR","11/2024","12946","4075","0"
"410140","APUCARANA","PR","02/2024","13955","3439","0"
"410140","APUCARANA","PR","12/2024","13280","3961","0"
"410140","APUCARANA","PR","04/2024","13199","3890","0"
"410140","APUCARANA","PR","06/2024","13100","3713","0"
"410140","APUCARANA","PR","03/2024","13128","3994","0"
"410140","APUCARANA","PR","09/2024","13077","3829","0"
"410140","APUCARANA","PR","07/2024","13183","4005","0"
"410140","APUCARANA","PR","10/2024","12885","4161","0"
"410140","APUCARANA","PR","01/2025","13003","4164","0"
"410140","APUCARANA","PR","08/2024","13114","3916","0"
"410140","APUCARANA","PR","05/2024","13115","3795","0"
"410140","APUCARANA","PR","01/2026","12223","3439","0"
"410140","APUCARANA","PR","02/2025","13417","4143","0"
"410140","APUCARANA","PR","12/2025","12336","3274","0"
"410140","APUCARANA","PR","06/2025","13221","4173","0"
"410140","APUCARANA","PR","09/2025","12603","3740","0"
"410140","APUCARANA","PR","10/2025","12431","3731","0"
"410140","APUCARANA","PR","07/2025","12611","3743","0"
"410140","APUCARANA","PR","05/2025","13217","4206","0"
"410140","APUCARANA","PR","11/2025","12301","3471","0"
"410140","APUCARANA","PR","03/2025","13193","4323","0"
"410140","APUCARANA","PR","08/2025","12567","3750","0"
"410140","APUCARANA","PR","04/2025","13241","4260","0"
"410140","APUCARANA","PR","02/2026","12097","3564","0"
"410140","APUCARANA","PR","03/2026","12569","3390","0"
"410140","APUCARANA","PR","04/2026","12583","3387","0"
"410140","APUCARANA","PR","05/2026","12629","3353","0"
"410140","APUCARANA","PR","06/2026","12580","3407","0"
"410140","APUCARANA","PR","08/2026","12620","3198","0"
"410150","ARAPONGAS","PR","10/2023","10311","2314","0"
"410150","ARAPONGAS","PR","08/2026","8561","2908","0"
"410150","ARAPONGAS","PR","06/2026","8587","2937","0"
"410150","ARAPONGAS","PR","05/2026","8617","2875","0"
"410150","ARAPONGAS","PR","04/2026","8623","2895","0"
"410150","ARAPONGAS","PR","03/2026","8664","2863","0"
"410150","ARAPONGAS","PR","02/2026","8280","3076","0"
"410150","ARAPONGAS","PR","12/2025","8328","2831","0"
"410150","ARAPONGAS","PR","11/2025","8284","2987","0"
"410150","ARAPONGAS","PR","05/2025","8777","3645","0"
"410150","ARAPONGAS","PR","08/2025","8385","3139","0"
"410150","ARAPONGAS","PR","07/2025","8474","3286","0"
"410150","ARAPONGAS","PR","10/2025","8342","3166","0"
"410150","ARAPONGAS","PR","09/2025","8472","3180","0"
"410150","ARAPONGAS","PR","04/2025","8771","3676","0"
"410150","ARAPONGAS","PR","03/2025","8750","3685","0"
"410150","ARAPONGAS","PR","06/2025","8800","3655","0"
"410150","ARAPONGAS","PR","02/2025","9019","3479","0"
"410150","ARAPONGAS","PR","01/2026","8352","2924","0"
"410150","ARAPONGAS","PR","08/2024","9039","3258","0"
"410150","ARAPONGAS","PR","01/2025","8926","3503","0"
"410150","ARAPONGAS","PR","07/2024","9083","3348","0"
"410150","ARAPONGAS","PR","06/2024","8886","3110","0"
"410150","ARAPONGAS","PR","09/2024","9088","3197","0"
"410150","ARAPONGAS","PR","05/2024","8876","3141","0"
"410150","ARAPONGAS","PR","10/2024","8980","3441","0"
"410150","ARAPONGAS","PR","02/2024","9734","2684","0"
"410150","ARAPONGAS","PR","11/2024","9002","3380","0"
"410150","ARAPONGAS","PR","12/2024","9310","3233","0"
"410150","ARAPONGAS","PR","04/2024","8936","3246","0"
"410150","ARAPONGAS","PR","03/2024","8864","3306","0"
"410150","ARAPONGAS","PR","06/2023","9970","1197","0"
"410150","ARAPONGAS","PR","01/2024","9602","2806","0"
"410150","ARAPONGAS","PR","09/2023","10117","2302","0"
"410150","ARAPONGAS","PR","02/2023","10774","1240","0"
"410150","ARAPONGAS","PR","07/2023","8269","2581","0"
"410150","ARAPONGAS","PR","04/2023","10085","1137","0"
"410150","ARAPONGAS","PR","08/2023","9353","2374","0"
"410150","ARAPONGAS","PR","03/2023","10143","1127","0"
"410150","ARAPONGAS","PR","05/2023","10007","1162","0"
"410150","ARAPONGAS","PR","11/2023","9483","2951","0"
"410150","ARAPONGAS","PR","12/2023","9504","2877","0"
"410160","ARAPOTI","PR","10/2023","3959","820","0"
"410160","ARAPOTI","PR","03/2023","4126","257","0"
"410160","ARAPOTI","PR","11/2023","3746","1015","0"
"410160","ARAPOTI","PR","02/2023","4368","299","0"
"410160","ARAPOTI","PR","12/2023","3780","993","0"
"410160","ARAPOTI","PR","01/2024","3771","1004","0"
"410160","ARAPOTI","PR","09/2023","3855","843","0"
"410160","ARAPOTI","PR","06/2023","4228","271","0"
"410160","ARAPOTI","PR","07/2023","3734","900","0"
"410160","ARAPOTI","PR","04/2023","4173","253","0"
"410160","ARAPOTI","PR","08/2023","3789","862","0"
"410160","ARAPOTI","PR","05/2023","4252","256","0"
"410160","ARAPOTI","PR","02/2024","3744","963","0"
"410160","ARAPOTI","PR","03/2024","3519","1151","0"
"410160","ARAPOTI","PR","07/2024","3290","1224","0"
"410160","ARAPOTI","PR","10/2024","3048","1264","0"
"410160","ARAPOTI","PR","12/2024","3066","1233","0"
"410160","ARAPOTI","PR","05/2024","3496","1129","0"
"410160","ARAPOTI","PR","06/2024","3497","1154","0"
"410160","ARAPOTI","PR","09/2024","3194","1179","0"
"410160","ARAPOTI","PR","01/2025","2986","1268","0"
"410160","ARAPOTI","PR","04/2024","3510","1179","0"
"410160","ARAPOTI","PR","11/2024","3105","1251","0"
"410160","ARAPOTI","PR","08/2024","3231","1222","0"
"410160","ARAPOTI","PR","12/2025","2516","1029","0"
"410160","ARAPOTI","PR","05/2025","2817","1359","0"
"410160","ARAPOTI","PR","03/2025","2872","1346","0"
"410160","ARAPOTI","PR","09/2025","2496","1205","0"
"410160","ARAPOTI","PR","04/2025","2820","1359","0"
"410160","ARAPOTI","PR","06/2025","2822","1365","0"
"410160","ARAPOTI","PR","01/2026","2500","1031","0"
"410160","ARAPOTI","PR","07/2025","2623","1282","0"
"410160","ARAPOTI","PR","02/2025","2985","1250","0"
"410160","ARAPOTI","PR","10/2025","2435","1218","0"
"410160","ARAPOTI","PR","11/2025","2456","1091","0"
"410160","ARAPOTI","PR","08/2025","2495","1277","0"
"410160","ARAPOTI","PR","02/2026","2544","1030","0"
"410160","ARAPOTI","PR","03/2026","2559","940","0"
"410160","ARAPOTI","PR","04/2026","2557","875","0"
"410160","ARAPOTI","PR","05/2026","2570","869","0"
"410160","ARAPOTI","PR","06/2026","2571","860","0"
"410160","ARAPOTI","PR","08/2026","2580","794","0"
"410165","ARAPUÃ","PR","02/2023","919","128","0"
"410165","ARAPUÃ","PR","06/2023","875","146","0"
"410165","ARAPUÃ","PR","05/2023","887","125","0"
"410165","ARAPUÃ","PR","10/2023","812","208","0"
"410165","ARAPUÃ","PR","08/2023","802","225","0"
"410165","ARAPUÃ","PR","11/2023","817","188","0"
"410165","ARAPUÃ","PR","07/2023","791","239","0"
"410165","ARAPUÃ","PR","03/2023","884","122","0"
"410165","ARAPUÃ","PR","04/2023","876","127","0"
"410165","ARAPUÃ","PR","12/2023","817","176","0"
"410165","ARAPUÃ","PR","09/2023","800","221","0"
"410165","ARAPUÃ","PR","01/2024","810","186","0"
"410165","ARAPUÃ","PR","03/2024","788","208","0"
"410165","ARAPUÃ","PR","12/2024","699","222","0"
"410165","ARAPUÃ","PR","02/2024","827","185","0"
"410165","ARAPUÃ","PR","10/2024","700","218","0"
"410165","ARAPUÃ","PR","05/2024","781","207","0"
"410165","ARAPUÃ","PR","07/2024","724","229","0"
"410165","ARAPUÃ","PR","09/2024","718","203","0"
"410165","ARAPUÃ","PR","01/2025","691","224","0"
